{
'Raw input: ######kkoyöjy':'('LD output: kkoyöjy', 'UDT output: kkoyöjy')'
'Raw input: #####gähhviä#':'('LD output: gähhviä', 'UDT output: gähhviä')'
'Raw input: ####gähhviä##':'('LD output: gähhviä', 'UDT output: gähhviä')'
'Raw input: ###gähhviä###':'('LD output: gähhviä', 'UDT output: gähhviä')'
'Raw input: ##gähhviä####':'('LD output: gähhviä', 'UDT output: gähhviä')'
'Raw input: #gähhviä#####':'('LD output: gähhviä', 'UDT output: gähhviä')'
'Raw input: gähhviä######':'('LD output: gähhviä', 'UDT output: gähhviä')'
'Raw input: ######ibughul':'('LD output: ibughul', 'UDT output: ibughul')'
'Raw input: #####ibughul#':'('LD output: ibughul', 'UDT output: ibughul')'
'Raw input: ####ibughul##':'('LD output: ibughul', 'UDT output: ibughul')'
'Raw input: ###ibughul###':'('LD output: ibughul', 'UDT output: ibughul')'
'Raw input: ##ibughul####':'('LD output: ibughul', 'UDT output: ibughul')'
'Raw input: #ibughul#####':'('LD output: ibughul', 'UDT output: ibughul')'
'Raw input: ibughul######':'('LD output: ibughul', 'UDT output: ibughul')'
'Raw input: ######ylreeds':'('LD output: ylreeds', 'UDT output: ylreeds')'
'Raw input: #####ylreeds#':'('LD output: ylreeds', 'UDT output: ylreeds')'
'Raw input: ####ylreeds##':'('LD output: ylreeds', 'UDT output: ylreeds')'
'Raw input: ###ylreeds###':'('LD output: ylreeds', 'UDT output: ylreeds')'
'Raw input: ##ylreeds####':'('LD output: ylreeds', 'UDT output: ylreeds')'
'Raw input: #ylreeds#####':'('LD output: ylreeds', 'UDT output: ylreeds')'
'Raw input: ylreeds######':'('LD output: ylreeds', 'UDT output: ylreeds')'
'Raw input: ######tkpsrep':'('LD output: tkpsgep', 'UDT output: tkpsrep')'
'Raw input: #####tkpsrep#':'('LD output: tkpsrep', 'UDT output: tkpsrep')'
'Raw input: ####tkpsrep##':'('LD output: tkpsrep', 'UDT output: tkpsrep')'
'Raw input: ###tkpsrep###':'('LD output: tkpsrep', 'UDT output: tkpsrep')'
'Raw input: ##tkpsrep####':'('LD output: tkpsrep', 'UDT output: tkpsrep')'
'Raw input: #tkpsrep#####':'('LD output: tkpsrep', 'UDT output: tkpsrep')'
'Raw input: tkpsrep######':'('LD output: tkpsrep', 'UDT output: tkpsrep')'
'Raw input: ######äkörfiä':'('LD output: äkörfiä', 'UDT output: äkörfiä')'
'Raw input: #####äkörfiä#':'('LD output: äkörfiä', 'UDT output: äkörfiä')'
'Raw input: ####äkörfiä##':'('LD output: äkörfiä', 'UDT output: äkörfiä')'
'Raw input: ###äkörfiä###':'('LD output: äkörfiä', 'UDT output: äkörfiä')'
'Raw input: ##äkörfiä####':'('LD output: äkörfiä', 'UDT output: äkörfiä')'
'Raw input: #äkörfiä#####':'('LD output: äkörfiä', 'UDT output: äkörfiä')'
'Raw input: äkörfiä######':'('LD output: äkörfiä', 'UDT output: äkörfiä')'
'Raw input: ######ohgrätk':'('LD output: ohgrätk', 'UDT output: ohgrätk')'
'Raw input: #####ohgrätk#':'('LD output: ohgrärk', 'UDT output: ohgrätk')'
'Raw input: ####ohgrätk##':'('LD output: ohgrätk', 'UDT output: ohgrätk')'
'Raw input: ###ohgrätk###':'('LD output: ohgrätk', 'UDT output: ohgrätk')'
'Raw input: ##ohgrätk####':'('LD output: ohgrätk', 'UDT output: ohgrätk')'
'Raw input: #ohgrätk#####':'('LD output: ohgrätk', 'UDT output: ohgrätk')'
'Raw input: ohgrätk######':'('LD output: ohgrätk', 'UDT output: ohgrätk')'
'Raw input: ######trjäefi':'('LD output: trjäefi', 'UDT output: trjäefi')'
'Raw input: #####trjäefi#':'('LD output: trjäefi', 'UDT output: trjäefi')'
'Raw input: ####trjäefi##':'('LD output: trjäefi', 'UDT output: trjäefi')'
'Raw input: ###trjäefi###':'('LD output: trjäefi', 'UDT output: trjäefi')'
'Raw input: ##trjäefi####':'('LD output: trjäefi', 'UDT output: trjäefi')'
'Raw input: #trjäefi#####':'('LD output: trjäefi', 'UDT output: trjäefi')'
'Raw input: trjäefi######':'('LD output: trjäefi', 'UDT output: trjäefi')'
'Raw input: ######orrhgäm':'('LD output: orrhgäm', 'UDT output: orrhgäm')'
'Raw input: #####orrhgäm#':'('LD output: orrhgäm', 'UDT output: orrhgäm')'
'Raw input: ####orrhgäm##':'('LD output: orrhgäm', 'UDT output: orrhgäm')'
'Raw input: ###orrhgäm###':'('LD output: orrhgäm', 'UDT output: orrhgäm')'
'Raw input: ##orrhgäm####':'('LD output: orrhgäm', 'UDT output: orrhgäm')'
'Raw input: #orrhgäm#####':'('LD output: orrhgäm', 'UDT output: orrhgäm')'
'Raw input: orrhgäm######':'('LD output: orrhgäm', 'UDT output: orrhgäm')'
'Raw input: ######mässydn':'('LD output: mässydn', 'UDT output: mässydn')'
'Raw input: #####mässydn#':'('LD output: mässydn', 'UDT output: mässydn')'
'Raw input: ####mässydn##':'('LD output: mässydn', 'UDT output: mässydn')'
'Raw input: ###mässydn###':'('LD output: mässydn', 'UDT output: mässydn')'
'Raw input: ##mässydn####':'('LD output: mässydn', 'UDT output: mässydn')'
'Raw input: #mässydn#####':'('LD output: mässydn', 'UDT output: mässydn')'
'Raw input: mässydn######':'('LD output: mässydn', 'UDT output: mässydn')'
'Raw input: ######bkebkam':'('LD output: bkebkam', 'UDT output: bkebkam')'
'Raw input: #####bkebkam#':'('LD output: bkebkam', 'UDT output: bkebkam')'
'Raw input: ####bkebkam##':'('LD output: bkebkam', 'UDT output: bkebkam')'
'Raw input: ###bkebkam###':'('LD output: bkebkam', 'UDT output: bkebkam')'
'Raw input: ##bkebkam####':'('LD output: bkebkam', 'UDT output: bkebkam')'
'Raw input: #bkebkam#####':'('LD output: bkebkam', 'UDT output: bkebkam')'
'Raw input: bkebkam######':'('LD output: bkebkam', 'UDT output: bkebkam')'
'Raw input: ######orbamjm':'('LD output: orbamjm', 'UDT output: orbamjm')'
'Raw input: #####orbamjm#':'('LD output: orbamjm', 'UDT output: orbamjm')'
'Raw input: ####orbamjm##':'('LD output: orbamjm', 'UDT output: orbamjm')'
'Raw input: ###orbamjm###':'('LD output: orbammm', 'UDT output: orbamjm')'
'Raw input: ##orbamjm####':'('LD output: orbamjm', 'UDT output: orbamjm')'
'Raw input: #orbamjm#####':'('LD output: orbamjm', 'UDT output: orbamjm')'
'Raw input: orbamjm######':'('LD output: orbamjm', 'UDT output: orbamjm')'
'Raw input: ######ävyemlp':'('LD output: ävyemlp', 'UDT output: ävyemlp')'
'Raw input: #####ävyemlp#':'('LD output: ävyemlp', 'UDT output: ävyemlp')'
'Raw input: ####ävyemlp##':'('LD output: ävyemlp', 'UDT output: ävyemlp')'
'Raw input: ###ävyemlp###':'('LD output: ävyemlp', 'UDT output: ävyemlp')'
'Raw input: ##ävyemlp####':'('LD output: ävyemlp', 'UDT output: ävyemlp')'
'Raw input: #ävyemlp#####':'('LD output: ävyemlp', 'UDT output: ävyemlp')'
'Raw input: ävyemlp######':'('LD output: ävyemlp', 'UDT output: ävyemlp')'
'Raw input: ######gfrjbpv':'('LD output: gfrjbpv', 'UDT output: gfrjbpv')'
'Raw input: #####gfrjbpv#':'('LD output: gfrjbpv', 'UDT output: gfrjbpv')'
'Raw input: ####gfrjbpv##':'('LD output: gfrjbpv', 'UDT output: gfrjbpv')'
'Raw input: ###gfrjbpv###':'('LD output: gfrjbpv', 'UDT output: gfrjbpv')'
'Raw input: ##gfrjbpv####':'('LD output: gfrjbpv', 'UDT output: gfrjbpv')'
'Raw input: #gfrjbpv#####':'('LD output: gfrjbpv', 'UDT output: gfrjbpv')'
'Raw input: gfrjbpv######':'('LD output: gfrjbpv', 'UDT output: gfrjbpv')'
'Raw input: ######neyokun':'('LD output: neyokun', 'UDT output: neyokun')'
'Raw input: #####neyokun#':'('LD output: neyokun', 'UDT output: neyokun')'
'Raw input: ####neyokun##':'('LD output: neyokun', 'UDT output: neyokun')'
'Raw input: ###neyokun###':'('LD output: neyokun', 'UDT output: neyokun')'
'Raw input: ##neyokun####':'('LD output: neyokun', 'UDT output: neyokun')'
'Raw input: #neyokun#####':'('LD output: neyokun', 'UDT output: neyokun')'
'Raw input: neyokun######':'('LD output: neyokun', 'UDT output: neyokun')'
'Raw input: ######iryuusu':'('LD output: iryuusu', 'UDT output: iryuusu')'
'Raw input: #####iryuusu#':'('LD output: iryuusu', 'UDT output: iryuusu')'
'Raw input: ####iryuusu##':'('LD output: iryuusu', 'UDT output: iryuusu')'
'Raw input: ###iryuusu###':'('LD output: iryuusu', 'UDT output: iryuusu')'
'Raw input: ##iryuusu####':'('LD output: iryuusu', 'UDT output: iryuusu')'
'Raw input: #iryuusu#####':'('LD output: iryuusu', 'UDT output: iryuusu')'
'Raw input: iryuusu######':'('LD output: iryuusu', 'UDT output: iryuusu')'
'Raw input: ######häreein':'('LD output: häreein', 'UDT output: häreein')'
'Raw input: #####häreein#':'('LD output: häreein', 'UDT output: häreein')'
'Raw input: ####häreein##':'('LD output: häreein', 'UDT output: häreein')'
'Raw input: ###häreein###':'('LD output: härenin', 'UDT output: häreein')'
'Raw input: ##häreein####':'('LD output: häreein', 'UDT output: häreein')'
'Raw input: #häreein#####':'('LD output: häreein', 'UDT output: häreein')'
'Raw input: häreein######':'('LD output: häreein', 'UDT output: häreein')'
'Raw input: ######jkgpyoe':'('LD output: jkgpyoe', 'UDT output: jkgpyoe')'
'Raw input: #####jkgpyoe#':'('LD output: jggpyoe', 'UDT output: jkgpyoe')'
'Raw input: ####jkgpyoe##':'('LD output: jkgpyoe', 'UDT output: jkgpyoe')'
'Raw input: ###jkgpyoe###':'('LD output: jkgpyoe', 'UDT output: jkgpyoe')'
'Raw input: ##jkgpyoe####':'('LD output: jkgpyoe', 'UDT output: jkgpyoe')'
'Raw input: #jkgpyoe#####':'('LD output: jpgpyoe', 'UDT output: jkgpyoe')'
'Raw input: jkgpyoe######':'('LD output: jkgpyoe', 'UDT output: jkgpyoe')'
'Raw input: ######srgeihm':'('LD output: srgeihm', 'UDT output: srgeihm')'
'Raw input: #####srgeihm#':'('LD output: srgeihm', 'UDT output: srgeihm')'
'Raw input: ####srgeihm##':'('LD output: srgeihm', 'UDT output: srgeihm')'
'Raw input: ###srgeihm###':'('LD output: srgeihm', 'UDT output: srgeihm')'
'Raw input: ##srgeihm####':'('LD output: srgeihm', 'UDT output: srgeihm')'
'Raw input: #srgeihm#####':'('LD output: srgeihm', 'UDT output: srgeihm')'
'Raw input: srgeihm######':'('LD output: srgeihm', 'UDT output: srgeihm')'
'Raw input: ######dkvelrg':'('LD output: dkvelrg', 'UDT output: dkvelrg')'
'Raw input: #####dkvelrg#':'('LD output: dkvelrg', 'UDT output: dkvelrg')'
'Raw input: ####dkvelrg##':'('LD output: dkvelrg', 'UDT output: dkvelrg')'
'Raw input: ###dkvelrg###':'('LD output: dkvelrg', 'UDT output: dkvelrg')'
'Raw input: ##dkvelrg####':'('LD output: dkvelrg', 'UDT output: dkvelrg')'
'Raw input: #dkvelrg#####':'('LD output: dkvelrg', 'UDT output: dkvelrg')'
'Raw input: dkvelrg######':'('LD output: dkvelrg', 'UDT output: dkvelrg')'
'Raw input: ######vhkmdul':'('LD output: vhkmdul', 'UDT output: vhkmdul')'
'Raw input: #####vhkmdul#':'('LD output: vhkmdul', 'UDT output: vhkmdul')'
'Raw input: ####vhkmdul##':'('LD output: vhkmdul', 'UDT output: vhkmdul')'
'Raw input: ###vhkmdul###':'('LD output: vhkmdul', 'UDT output: vhkmdul')'
'Raw input: ##vhkmdul####':'('LD output: vhhmdul', 'UDT output: vhkmdul')'
'Raw input: #vhkmdul#####':'('LD output: vhkmdul', 'UDT output: vhkmdul')'
'Raw input: vhkmdul######':'('LD output: vhkmdul', 'UDT output: vhkmdul')'
'Raw input: ######ntolnpg':'('LD output: ntolnpg', 'UDT output: ntolnpg')'
'Raw input: #####ntolnpg#':'('LD output: ntolnpg', 'UDT output: ntolnpg')'
'Raw input: ####ntolnpg##':'('LD output: ntolnpg', 'UDT output: ntolnpg')'
'Raw input: ###ntolnpg###':'('LD output: ntolnpg', 'UDT output: ntolnpg')'
'Raw input: ##ntolnpg####':'('LD output: ntnlppg', 'UDT output: ntolnpg')'
'Raw input: #ntolnpg#####':'('LD output: ntolnpg', 'UDT output: ntolnpg')'
'Raw input: ntolnpg######':'('LD output: ntolnpg', 'UDT output: ntolnpg')'
'Raw input: ######mhsfmkn':'('LD output: mhsfmkn', 'UDT output: mhsfmkn')'
'Raw input: #####mhsfmkn#':'('LD output: mhsfmkn', 'UDT output: mhsfmkn')'
'Raw input: ####mhsfmkn##':'('LD output: mhsfmkn', 'UDT output: mhsfmkn')'
'Raw input: ###mhsfmkn###':'('LD output: mhsfmkn', 'UDT output: mhsfmkn')'
'Raw input: ##mhsfmkn####':'('LD output: mhsfmkn', 'UDT output: mhsfmkn')'
'Raw input: #mhsfmkn#####':'('LD output: mhsfmkn', 'UDT output: mhsfmkn')'
'Raw input: mhsfmkn######':'('LD output: mhsfmkn', 'UDT output: mhsfmkn')'
'Raw input: ######lfuivib':'('LD output: lfuivib', 'UDT output: lfuivib')'
'Raw input: #####lfuivib#':'('LD output: lfuivib', 'UDT output: lfuivib')'
'Raw input: ####lfuivib##':'('LD output: lfuivib', 'UDT output: lfuivib')'
'Raw input: ###lfuivib###':'('LD output: lfuivib', 'UDT output: lfuivib')'
'Raw input: ##lfuivib####':'('LD output: lfuivib', 'UDT output: lfuivib')'
'Raw input: #lfuivib#####':'('LD output: lfuivib', 'UDT output: lfuivib')'
'Raw input: lfuivib######':'('LD output: lfuivib', 'UDT output: lfuivib')'
'Raw input: ######gnyberä':'('LD output: gnyberä', 'UDT output: gnyberä')'
'Raw input: #####gnyberä#':'('LD output: gnyberä', 'UDT output: gnyberä')'
'Raw input: ####gnyberä##':'('LD output: gnyberä', 'UDT output: gnyberä')'
'Raw input: ###gnyberä###':'('LD output: gnyberä', 'UDT output: gnyberä')'
'Raw input: ##gnyberä####':'('LD output: gnybbrä', 'UDT output: gnyberä')'
'Raw input: #gnyberä#####':'('LD output: gnyberä', 'UDT output: gnyberä')'
'Raw input: gnyberä######':'('LD output: gnyberä', 'UDT output: gnyberä')'
'Raw input: ######mtnvudp':'('LD output: mtnvudp', 'UDT output: mtnvudp')'
'Raw input: #####mtnvudp#':'('LD output: mtnvuup', 'UDT output: mtnvudp')'
'Raw input: ####mtnvudp##':'('LD output: mtnvudp', 'UDT output: mtnvudp')'
'Raw input: ###mtnvudp###':'('LD output: mtnvudp', 'UDT output: mtnvudp')'
'Raw input: ##mtnvudp####':'('LD output: mtnvudp', 'UDT output: mtnvudp')'
'Raw input: #mtnvudp#####':'('LD output: mtnvudp', 'UDT output: mtnvudp')'
'Raw input: mtnvudp######':'('LD output: mtnvudp', 'UDT output: mtnvudp')'
'Raw input: ######äbpssoi':'('LD output: äbpssoi', 'UDT output: äbpssoi')'
'Raw input: #####äbpssoi#':'('LD output: äbpssoi', 'UDT output: äbpssoi')'
'Raw input: ####äbpssoi##':'('LD output: äbpssoi', 'UDT output: äbpssoi')'
'Raw input: ###äbpssoi###':'('LD output: äbpssoi', 'UDT output: äbpssoi')'
'Raw input: ##äbpssoi####':'('LD output: äbpssoi', 'UDT output: äbpssoi')'
'Raw input: #äbpssoi#####':'('LD output: äbpssoi', 'UDT output: äbpssoi')'
'Raw input: äbpssoi######':'('LD output: äbpssoi', 'UDT output: äbpssoi')'
'Raw input: ######pjnuuln':'('LD output: pjnuuln', 'UDT output: pjnuuln')'
'Raw input: #####pjnuuln#':'('LD output: pjnuuln', 'UDT output: pjnuuln')'
'Raw input: ####pjnuuln##':'('LD output: pjnuuln', 'UDT output: pjnuuln')'
'Raw input: ###pjnuuln###':'('LD output: pjnuuln', 'UDT output: pjnuuln')'
'Raw input: ##pjnuuln####':'('LD output: pjnuuln', 'UDT output: pjnuuln')'
'Raw input: #pjnuuln#####':'('LD output: pjnuuln', 'UDT output: pjnuuln')'
'Raw input: pjnuuln######':'('LD output: pjnuuln', 'UDT output: pjnuuln')'
'Raw input: ######rvaobtj':'('LD output: rvaobtj', 'UDT output: rvaobtj')'
'Raw input: #####rvaobtj#':'('LD output: rvaobtj', 'UDT output: rvaobtj')'
'Raw input: ####rvaobtj##':'('LD output: rvaobtj', 'UDT output: rvaobtj')'
'Raw input: ###rvaobtj###':'('LD output: rvaobtj', 'UDT output: rvaobtj')'
'Raw input: ##rvaobtj####':'('LD output: rvaobtj', 'UDT output: rvaobtj')'
'Raw input: #rvaobtj#####':'('LD output: rvaobtj', 'UDT output: rvaobtj')'
'Raw input: rvaobtj######':'('LD output: rvaobtj', 'UDT output: rvaobtj')'
'Raw input: ######äupynmi':'('LD output: äupynmi', 'UDT output: äupynmi')'
'Raw input: #####äupynmi#':'('LD output: äupynmi', 'UDT output: äupynmi')'
'Raw input: ####äupynmi##':'('LD output: äupynmi', 'UDT output: äupynmi')'
'Raw input: ###äupynmi###':'('LD output: äupynmi', 'UDT output: äupynmi')'
'Raw input: ##äupynmi####':'('LD output: äupynmi', 'UDT output: äupynmi')'
'Raw input: #äupynmi#####':'('LD output: äupynmi', 'UDT output: äupynmi')'
'Raw input: äupynmi######':'('LD output: äupynmi', 'UDT output: äupynmi')'
'Raw input: ######äjljfje':'('LD output: äjljfje', 'UDT output: äjljfje')'
'Raw input: #####äjljfje#':'('LD output: äjljfje', 'UDT output: äjljfje')'
'Raw input: ####äjljfje##':'('LD output: äjljfje', 'UDT output: äjljfje')'
'Raw input: ###äjljfje###':'('LD output: äjljfje', 'UDT output: äjljfje')'
'Raw input: ##äjljfje####':'('LD output: äjljfje', 'UDT output: äjljfje')'
'Raw input: #äjljfje#####':'('LD output: äjljfje', 'UDT output: äjljfje')'
'Raw input: äjljfje######':'('LD output: äjljfje', 'UDT output: äjljfje')'
'Raw input: ######npeusfd':'('LD output: npeusfd', 'UDT output: npeusfd')'
'Raw input: #####npeusfd#':'('LD output: npeusfd', 'UDT output: npeusfd')'
'Raw input: ####npeusfd##':'('LD output: npeusfd', 'UDT output: npeusfd')'
'Raw input: ###npeusfd###':'('LD output: npeusfd', 'UDT output: npeusfd')'
'Raw input: ##npeusfd####':'('LD output: npeusfd', 'UDT output: npeusfd')'
'Raw input: #npeusfd#####':'('LD output: npeusfd', 'UDT output: npeusfd')'
'Raw input: npeusfd######':'('LD output: npeusfd', 'UDT output: npeusfd')'
'Raw input: ######ägaovsb':'('LD output: ägaovsb', 'UDT output: ägaovsb')'
'Raw input: #####ägaovsb#':'('LD output: ägaovsb', 'UDT output: ägaovsb')'
'Raw input: ####ägaovsb##':'('LD output: ägaovsb', 'UDT output: ägaovsb')'
'Raw input: ###ägaovsb###':'('LD output: ägaovsb', 'UDT output: ägaovsb')'
'Raw input: ##ägaovsb####':'('LD output: ägaovsb', 'UDT output: ägaovsb')'
'Raw input: #ägaovsb#####':'('LD output: ägaovsb', 'UDT output: ägaovsb')'
'Raw input: ägaovsb######':'('LD output: ägaovsb', 'UDT output: ägaovsb')'
'Raw input: ######eunoofg':'('LD output: eunoofg', 'UDT output: eunoofg')'
'Raw input: #####eunoofg#':'('LD output: eunoofg', 'UDT output: eunoofg')'
'Raw input: ####eunoofg##':'('LD output: eunoofg', 'UDT output: eunoofg')'
'Raw input: ###eunoofg###':'('LD output: eunoofg', 'UDT output: eunoofg')'
'Raw input: ##eunoofg####':'('LD output: eunoofg', 'UDT output: eunoofg')'
'Raw input: #eunoofg#####':'('LD output: eunoofg', 'UDT output: eunoofg')'
'Raw input: eunoofg######':'('LD output: eunoofg', 'UDT output: eunoofg')'
'Raw input: ######ttofvye':'('LD output: ttofvye', 'UDT output: ttofvye')'
'Raw input: #####ttofvye#':'('LD output: ttofvye', 'UDT output: ttofvye')'
'Raw input: ####ttofvye##':'('LD output: ttofvye', 'UDT output: ttofvye')'
'Raw input: ###ttofvye###':'('LD output: ttofvye', 'UDT output: ttofvye')'
'Raw input: ##ttofvye####':'('LD output: ttofvye', 'UDT output: ttofvye')'
'Raw input: #ttofvye#####':'('LD output: ttofvye', 'UDT output: ttofvye')'
'Raw input: ttofvye######':'('LD output: ttofvye', 'UDT output: ttofvye')'
'Raw input: ######hllvjrl':'('LD output: hllvjrl', 'UDT output: hllvjrl')'
'Raw input: #####hllvjrl#':'('LD output: hllvjrl', 'UDT output: hllvjrl')'
'Raw input: ####hllvjrl##':'('LD output: hllvjrl', 'UDT output: hllvjrl')'
'Raw input: ###hllvjrl###':'('LD output: hllvjrl', 'UDT output: hllvjrl')'
'Raw input: ##hllvjrl####':'('LD output: hllvjrl', 'UDT output: hllvjrl')'
'Raw input: #hllvjrl#####':'('LD output: hllvjrl', 'UDT output: hllvjrl')'
'Raw input: hllvjrl######':'('LD output: hllvjrl', 'UDT output: hllvjrl')'
'Raw input: ######yägpräa':'('LD output: yägpräa', 'UDT output: yägpräa')'
'Raw input: #####yägpräa#':'('LD output: yägpräa', 'UDT output: yägpräa')'
'Raw input: ####yägpräa##':'('LD output: yägpräa', 'UDT output: yägpräa')'
'Raw input: ###yägpräa###':'('LD output: yägpräa', 'UDT output: yägpräa')'
'Raw input: ##yägpräa####':'('LD output: yägpräa', 'UDT output: yägpräa')'
'Raw input: #yägpräa#####':'('LD output: yägpräa', 'UDT output: yägpräa')'
'Raw input: yägpräa######':'('LD output: yägpräa', 'UDT output: yägpräa')'
'Raw input: ######gääddom':'('LD output: gääddom', 'UDT output: gääddom')'
'Raw input: #####gääddom#':'('LD output: gääddom', 'UDT output: gääddom')'
'Raw input: ####gääddom##':'('LD output: gääddom', 'UDT output: gääddom')'
'Raw input: ###gääddom###':'('LD output: gääddom', 'UDT output: gääddom')'
'Raw input: ##gääddom####':'('LD output: gääddom', 'UDT output: gääddom')'
'Raw input: #gääddom#####':'('LD output: gääddom', 'UDT output: gääddom')'
'Raw input: gääddom######':'('LD output: gääddom', 'UDT output: gääddom')'
'Raw input: ######ilaäify':'('LD output: ilaäify', 'UDT output: ilaäify')'
'Raw input: #####ilaäify#':'('LD output: ilaäify', 'UDT output: ilaäify')'
'Raw input: ####ilaäify##':'('LD output: ilaäify', 'UDT output: ilaäify')'
'Raw input: ###ilaäify###':'('LD output: ilaäify', 'UDT output: ilaäify')'
'Raw input: ##ilaäify####':'('LD output: ilaäify', 'UDT output: ilaäify')'
'Raw input: #ilaäify#####':'('LD output: ilaäify', 'UDT output: ilaäify')'
